participant ID,Classification,Q39_Sum,Q41 Sum,Q41_9,Q41_6,Q41_5,Q41_8,Q41_7,Q41_2,Q41_1,Q41_4,Q41_3,Q41_15,Q41_14,Q41_17,Q41_16,Q41_11,Q41_10,Q41_13,Q41_12,Q39_5,Q39_4,Q39_7,Q39_6,Q39_1,Q39_3,Q39_2
26,Little to no STS,7,20,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,Little to no STS,10,20,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,1,2,2,1,1
3,Little to no STS,7,20,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
71,Little to no STS,7,20,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,Little to no STS,7,20,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,Little to no STS,7,20,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
31,Little to no STS,7,20,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
191,Little to no STS,8,21,1,1,3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
99,Little to no STS,7,21,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
183,Little to no STS,7,21,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
197,Little to no STS,7,21,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1
125,Little to no STS,7,21,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
157,Little to no STS,13,21,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2
41,Little to no STS,9,21,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2
109,Little to no STS,10,22,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,2,1
32,Little to no STS,7,22,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
20,Little to no STS,7,22,1,1,1,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1
178,Little to no STS,7,22,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1
70,Little to no STS,10,22,1,1,3,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,2
21,Little to no STS,11,22,1,1,3,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2
156,Little to no STS,12,22,1,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2,2,2,2
35,Little to no STS,8,22,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1
8,Little to no STS,7,23,1,2,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,Little to no STS,7,23,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1
177,Little to no STS,7,23,1,1,2,1,2,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1
72,Little to no STS,7,23,1,2,1,1,1,2,3,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
59,Little to no STS,7,23,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1
12,Little to no STS,7,24,2,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1
49,Little to no STS,9,24,1,1,2,1,2,1,2,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,2,1
37,Little to no STS,7,24,1,1,2,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1
162,Little to no STS,8,24,1,2,2,1,1,2,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,2,1,1
55,Little to no STS,11,24,1,1,1,1,1,2,2,3,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2
24,Little to no STS,9,24,1,2,3,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1
88,Little to no STS,7,24,1,2,2,1,1,2,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1
57,Little to no STS,11,24,2,1,1,1,2,1,2,2,1,3,1,1,2,1,1,1,1,2,1,2,2,1,2,1
22,Little to no STS,11,24,1,3,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,2,2,2,1
143,Little to no STS,7,25,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
80,Little to no STS,7,25,1,1,2,1,1,1,1,1,2,2,1,1,1,2,4,2,1,1,1,1,1,1,1,1
167,Little to no STS,9,25,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2
10,Little to no STS,7,25,1,1,1,1,1,1,1,1,1,2,2,1,2,1,4,1,3,1,1,1,1,1,1,1
122,Little to no STS,7,26,1,2,4,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
62,Little to no STS,7,27,1,2,4,3,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1
65,Little to no STS,9,27,1,3,1,1,1,2,3,1,2,2,1,1,1,1,4,1,1,1,1,1,2,1,1,2
124,Little to no STS,11,27,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2
115,Little to no STS,7,27,1,2,1,1,1,3,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
153,Little to no STS,12,27,1,2,3,1,2,1,3,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,2,2
44,Little to no STS,7,27,3,1,3,1,1,1,1,1,1,2,1,3,1,2,3,1,1,1,1,1,1,1,1,1
7,Little to no STS,9,27,1,2,1,1,1,1,3,1,2,1,2,2,1,3,3,1,1,1,1,1,2,1,2,1
17,Mild STS,9,28,2,1,1,1,1,2,2,3,1,2,1,1,1,2,4,2,1,2,1,1,2,1,1,1
16,Mild STS,12,28,1,1,4,1,1,3,2,2,1,1,1,1,1,3,3,1,1,2,2,1,2,1,2,2
132,Mild STS,7,28,2,2,2,1,2,2,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
81,Mild STS,12,28,1,2,2,2,1,2,3,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2
159,Mild STS,8,29,1,1,2,1,1,2,1,1,2,1,3,1,2,2,4,3,1,1,1,1,2,1,1,1
147,Mild STS,7,29,1,2,2,1,1,2,2,2,2,2,1,1,2,2,4,1,1,1,1,1,1,1,1,1
173,Mild STS,7,30,1,1,3,1,1,3,1,3,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1
172,Mild STS,14,30,1,2,2,1,2,3,3,1,3,1,2,1,1,2,3,1,1,2,1,3,2,1,2,3
75,Mild STS,10,30,1,2,2,1,1,3,2,1,2,2,3,1,1,2,3,2,1,2,1,1,2,1,1,2
105,Mild STS,9,31,1,2,3,1,1,1,1,3,1,2,3,2,3,2,3,1,1,1,1,1,2,1,1,2
148,Mild STS,14,31,1,2,3,1,1,1,3,3,3,1,1,1,1,3,4,1,1,3,1,1,3,2,2,2
160,Mild STS,10,31,1,1,2,1,1,2,3,1,2,2,1,1,4,3,4,1,1,2,1,1,2,1,2,1
97,Mild STS,7,31,1,1,3,2,2,3,3,1,1,2,3,1,1,2,2,1,2,1,1,1,1,1,1,1
131,Mild STS,14,31,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
193,Mild STS,11,31,1,1,2,1,1,2,3,3,3,2,1,1,2,2,4,1,1,2,1,1,2,2,1,2
84,Mild STS,7,31,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1
92,Mild STS,7,31,2,1,2,2,3,1,2,1,1,2,1,3,1,3,3,2,1,1,1,1,1,1,1,1
9,Mild STS,7,31,3,2,3,1,2,2,2,3,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1
133,Mild STS,11,31,1,2,3,1,1,2,2,2,2,2,3,2,3,1,2,1,1,2,1,1,1,2,1,3
149,Mild STS,12,32,2,2,2,2,1,2,2,2,1,2,3,1,2,2,3,2,1,2,1,2,2,1,2,2
110,Mild STS,11,32,2,2,3,1,1,1,2,3,2,3,2,1,2,2,3,1,1,2,1,2,2,1,1,2
138,Mild STS,11,33,1,2,3,1,1,3,2,2,2,2,3,2,2,3,2,1,1,2,1,1,2,1,2,2
101,Mild STS,13,33,2,2,3,2,1,2,2,1,2,1,1,3,2,3,3,1,2,2,1,1,3,2,2,2
150,Mild STS,13,33,2,2,1,1,1,2,3,3,2,2,3,2,2,2,2,2,1,2,1,2,3,2,1,2
152,Mild STS,8,34,3,2,2,2,2,1,2,3,1,3,2,1,2,3,3,1,1,2,1,1,1,1,1,1
106,Mild STS,12,34,3,1,3,1,1,2,2,3,2,1,2,2,3,3,3,1,1,2,1,3,2,1,2,1
76,Mild STS,11,34,2,2,3,1,1,2,2,1,1,3,3,2,1,3,3,2,2,2,1,2,2,1,1,2
146,Mild STS,11,34,2,3,3,3,4,3,2,2,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,3
42,Mild STS,10,34,1,1,3,2,2,2,3,4,1,4,1,1,1,3,3,1,1,2,1,1,2,2,1,1
166,Mild STS,11,34,2,2,2,1,2,2,2,1,1,3,3,1,3,3,4,1,1,1,1,2,3,2,1,1
67,Mild STS,7,34,2,2,3,2,2,1,2,4,1,2,3,1,1,2,2,2,2,1,1,1,1,1,1,1
129,Mild STS,14,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
77,Mild STS,9,34,3,3,4,1,2,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,1
98,Mild STS,11,34,4,1,4,1,1,1,3,4,1,2,1,1,1,3,4,1,1,2,1,3,2,1,1,1
60,Mild STS,14,34,3,2,3,2,2,1,2,2,2,3,2,1,1,3,3,1,1,2,2,2,2,2,2,2
158,Mild STS,11,34,2,2,3,2,1,2,1,3,1,2,2,1,1,2,5,3,1,2,1,1,2,2,1,2
155,Mild STS,7,34,3,1,2,1,2,3,3,3,1,2,1,1,2,3,4,1,1,1,1,1,1,1,1,1
51,Mild STS,13,35,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
13,Mild STS,15,35,1,2,3,1,1,3,2,3,2,3,3,1,1,2,3,1,3,2,1,2,3,2,2,3
130,Mild STS,12,35,2,3,3,2,2,2,3,2,1,2,2,1,2,2,3,1,2,2,2,2,2,1,2,1
64,Mild STS,14,36,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
27,Mild STS,7,36,1,3,3,1,3,3,1,2,1,3,3,1,3,2,3,1,2,1,1,1,1,1,1,1
127,Mild STS,16,37,3,1,1,2,1,3,2,4,2,2,2,1,2,3,5,1,2,2,1,2,2,3,3,3
113,Mild STS,14,37,2,1,4,1,1,1,1,5,5,1,1,3,2,1,5,2,1,3,1,2,4,1,1,2
182,Mild STS,8,37,1,2,4,1,1,3,3,4,3,2,2,1,2,2,3,2,1,1,1,1,2,1,1,1
38,Mild STS,10,37,3,1,2,1,2,2,3,3,1,3,4,1,2,3,3,2,1,1,1,2,2,1,2,1
144,Moderate STS,7,38,3,2,3,1,3,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1
68,Moderate STS,12,38,4,3,2,2,2,2,3,3,2,2,3,1,1,2,4,1,1,2,1,2,2,2,1,2
170,Moderate STS,14,39,3,2,3,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2
95,Moderate STS,13,39,3,2,1,1,3,1,2,2,1,3,4,2,3,2,3,3,3,2,1,2,2,2,2,2
5,Moderate STS,10,39,2,2,3,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,1,1,2,1,2,1
196,Moderate STS,23,39,4,1,3,1,3,1,3,3,1,3,3,2,2,3,3,1,2,3,4,3,3,3,4,3
136,Moderate STS,8,39,2,2,2,2,2,4,2,2,2,2,2,3,2,3,3,2,2,1,1,1,1,1,1,2
199,Moderate STS,19,40,3,3,2,3,2,2,2,4,2,2,1,2,2,3,4,1,2,3,2,3,3,3,2,3
87,Moderate STS,10,40,3,3,2,2,3,3,1,3,2,2,2,3,2,2,3,2,2,1,1,1,2,1,2,2
23,Moderate STS,12,40,4,2,4,1,3,2,3,2,2,3,2,1,2,4,3,1,1,2,1,2,2,2,2,1
154,Moderate STS,14,40,2,2,2,2,2,2,3,3,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2
151,Moderate STS,7,40,5,1,3,3,3,1,1,2,2,1,3,2,4,3,4,1,1,1,1,1,1,1,1,1
89,Moderate STS,12,40,2,2,3,2,2,3,2,3,3,2,2,2,2,3,3,2,2,2,1,1,2,2,2,2
118,Moderate STS,20,40,4,3,3,1,1,2,3,3,1,4,3,1,2,3,4,1,1,3,3,3,3,2,3,3
181,Moderate STS,9,41,2,2,3,2,2,3,3,3,3,2,3,1,2,2,2,3,3,1,1,2,2,1,1,1
4,Moderate STS,8,41,3,2,3,2,2,2,3,2,2,2,3,4,3,2,3,1,2,1,1,1,1,2,1,1
43,Moderate STS,10,41,4,3,3,1,4,2,4,2,2,5,2,1,1,2,3,1,1,1,1,2,2,2,1,1
190,Moderate STS,15,41,2,2,3,3,3,3,3,2,1,4,2,2,2,3,3,2,1,3,2,2,3,1,2,2
120,Moderate STS,13,41,1,4,4,2,2,3,1,2,3,3,3,2,3,2,3,1,2,2,1,2,1,3,1,3
141,Moderate STS,11,43,2,3,4,3,3,2,2,3,2,3,2,2,3,3,3,1,2,2,1,2,2,1,1,2
69,Moderate STS,8,43,4,2,3,2,3,2,3,3,2,3,3,1,2,2,4,2,2,1,1,1,1,1,2,1
1,High STS,13,44,3,2,2,3,2,3,3,3,3,3,3,2,2,3,4,1,2,2,1,2,2,2,2,2
61,High STS,22,44,4,3,4,1,1,1,3,3,1,4,4,1,2,4,5,2,1,4,1,3,4,2,4,4
192,High STS,17,45,4,2,5,2,5,2,2,3,3,1,2,3,1,3,5,1,1,3,2,3,3,2,2,2
2,High STS,17,45,1,3,3,1,1,4,3,5,3,2,1,3,2,5,5,2,1,3,1,2,3,2,3,3
117,High STS,14,45,3,1,3,2,3,2,4,4,1,4,3,3,2,2,4,2,2,2,1,2,2,2,3,2
53,High STS,17,45,3,2,2,2,2,4,3,3,2,3,2,3,4,2,4,2,2,2,2,3,2,2,2,4
54,High STS,20,47,3,1,3,3,2,2,4,4,1,3,4,3,3,3,3,2,3,3,2,3,3,3,3,3
187,High STS,17,47,4,2,4,1,3,2,4,4,3,2,1,1,3,4,4,3,2,2,1,3,3,3,2,3
188,High STS,14,47,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,1,3,2,2,2,2
103,High STS,16,47,3,3,3,3,3,2,3,3,2,4,1,4,3,3,4,1,2,3,1,3,3,2,2,2
126,High STS,15,47,1,3,2,1,2,2,2,3,2,4,4,3,4,4,5,2,3,3,1,2,3,2,2,2
179,High STS,15,47,3,2,4,3,3,2,4,3,3,3,2,3,2,3,3,2,2,2,1,2,3,2,3,2
108,High STS,19,48,3,2,2,3,2,3,2,4,3,3,3,1,5,3,4,2,3,3,4,2,2,2,3,3
14,High STS,20,48,3,3,3,2,2,3,3,3,3,3,4,2,3,3,3,2,3,3,2,3,3,3,3,3
163,Severe STS,13,49,4,3,4,2,4,3,2,3,2,4,2,2,3,4,4,1,2,2,1,3,2,2,1,2
104,Severe STS,16,49,4,1,2,3,2,4,2,4,5,5,1,2,3,4,5,1,1,4,1,1,4,2,2,2
91,Severe STS,21,49,3,3,3,3,2,3,2,3,1,3,5,1,3,4,5,2,3,4,2,1,4,3,4,3
46,Severe STS,14,50,3,3,4,2,3,2,2,4,3,3,2,2,3,3,4,4,3,3,2,1,3,2,1,2
15,Severe STS,24,50,4,3,4,3,3,3,2,3,1,2,4,1,3,4,4,3,3,3,4,3,3,4,3,4
48,Severe STS,14,50,5,3,4,3,4,3,2,4,1,3,1,1,3,5,5,1,2,2,1,3,3,1,2,2
25,Severe STS,19,50,4,3,4,2,3,3,3,2,2,5,4,1,4,4,3,2,1,3,1,2,4,3,3,3
39,Severe STS,18,50,5,3,4,4,3,2,3,5,2,2,2,3,4,3,3,1,1,3,2,3,3,2,2,3
63,Severe STS,20,51,2,3,4,3,3,2,3,3,2,4,3,3,4,2,5,3,2,4,2,2,3,2,3,4
171,Severe STS,20,52,5,3,4,3,2,3,2,4,4,3,3,1,4,3,5,1,2,4,4,3,3,2,2,2
30,Severe STS,19,53,3,3,4,3,3,3,3,4,3,3,3,2,3,4,4,2,3,3,2,2,3,3,3,3
107,Severe STS,16,53,4,3,5,2,5,2,3,3,5,3,4,2,3,4,3,1,1,2,1,3,3,2,3,2
90,Severe STS,11,53,2,2,4,3,2,4,3,2,4,4,1,3,4,4,5,2,4,2,1,1,2,2,1,2
175,Severe STS,21,53,4,3,3,3,3,4,2,4,3,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3
112,Severe STS,16,54,3,5,4,2,2,4,2,4,2,4,4,3,2,4,4,3,2,3,1,2,3,2,2,3
50,Severe STS,20,54,4,1,4,4,3,3,4,4,3,4,2,3,4,4,5,1,1,4,3,1,4,4,3,1
82,Severe STS,20,55,4,3,4,3,4,3,2,4,3,2,2,4,4,4,3,2,4,3,1,3,4,3,3,3
176,Severe STS,19,55,4,3,4,4,4,3,4,5,1,4,5,1,1,4,2,1,5,4,1,2,3,3,2,4
6,Severe STS,19,57,4,4,3,4,2,4,3,4,4,2,2,4,4,3,5,3,2,3,2,4,3,3,2,2
111,Severe STS,21,58,4,3,4,4,4,3,3,4,2,4,4,1,3,5,5,2,3,3,3,3,3,3,3,3
33,Severe STS,19,58,4,4,3,2,4,5,2,4,2,3,5,1,2,5,5,2,5,3,2,2,3,3,3,3
161,Severe STS,20,61,3,4,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,3,1,3,4,3,3,3
123,Severe STS,23,63,4,2,4,2,3,4,3,4,2,5,5,4,4,5,5,4,3,3,3,3,4,3,4,3
79,Severe STS,23,63,5,2,5,3,4,3,4,3,3,4,4,5,5,4,4,2,3,3,2,3,4,4,4,3
137,Severe STS,23,64,3,5,5,4,3,4,3,3,2,3,4,3,5,5,5,2,5,4,2,3,4,3,5,2
94,Severe STS,21,78,5,5,5,4,5,4,4,5,4,5,5,3,5,5,5,4,5,3,3,3,3,3,3,3
